Paso,Temperatura,Prob_auditoria,%Evasion
216,0.8999999999999999,0.0,0.5008
217,0.9999999999999999,0.0,0.496
218,1.0999999999999999,0.0,0.498
219,1.2,0.0,0.5052
220,1.4000000000000001,0.0,0.5
221,1.5000000000000002,0.0,0.502
222,1.6000000000000003,0.0,0.4968
223,1.8000000000000005,0.0,0.5048
224,1.9000000000000006,0.0,0.5012
225,2.0000000000000004,0.0,0.5132
226,2.1000000000000005,0.0,0.5052
227,2.2000000000000006,0.0,0.4932
228,2.3000000000000007,0.0,0.4996
229,2.500000000000001,0.0,0.4928
230,2.600000000000001,0.0,0.5032
231,2.700000000000001,0.0,0.496
232,2.9000000000000012,0.0,0.508
233,3.1000000000000014,0.0,0.508
234,3.2000000000000015,0.0,0.4968
235,3.4000000000000017,0.0,0.4888
236,3.5000000000000018,0.0,0.5024
237,3.600000000000002,0.0,0.5084
238,3.800000000000002,0.0,0.5012
239,3.900000000000002,0.0,0.488
240,4.000000000000002,0.0,0.504
241,4.200000000000001,0.0,0.4916
242,4.300000000000001,0.0,0.4884
243,4.4,0.0,0.4964
244,4.5,0.0,0.512
245,4.6,0.0,0.5148
246,4.699999999999999,0.0,0.4968
247,4.899999999999999,0.0,0.4844
248,4.999999999999998,0.0,0.4968
249,5.0,0.0,0.5092
250,5.0,0.0,0.5
251,5.0,0.0,0.504
252,5.0,0.0,0.506
253,5.0,0.0,0.4956
254,5.0,0.0,0.5008
255,5.0,0.0,0.4824
256,5.0,0.0,0.514
257,5.0,0.0,0.4944
258,5.0,0.0,0.5016
259,5.0,0.0,0.5052
260,5.0,0.0,0.4956
261,5.0,0.0,0.4944
262,5.0,0.0,0.496
263,5.0,0.0,0.5068
264,5.0,0.0,0.4956
265,5.0,0.0,0.4976
266,5.0,0.0,0.5004
267,5.0,0.0,0.5052
268,5.0,0.0,0.4908
269,5.0,0.0,0.5004
270,5.0,0.0,0.5008
271,5.0,0.0,0.5076
272,5.0,0.0,0.4936
273,5.0,0.0,0.4912
274,5.0,0.0,0.5012
275,5.0,0.0,0.4872
276,5.0,0.0,0.4888
277,5.0,0.0,0.478
278,5.0,0.0,0.4976
279,5.0,0.0,0.5044
280,5.0,0.0,0.4936
281,5.0,0.01,0.4888
282,5.0,0.01,0.4868
283,5.0,0.02,0.514
284,5.0,0.04,0.4864
285,5.0,0.05,0.4984
286,5.0,0.060000000000000005,0.4924
287,5.0,0.07,0.4824
288,5.0,0.09,0.4732
289,5.0,0.09999999999999999,0.4732
290,5.0,0.10999999999999999,0.4668
291,5.0,0.11999999999999998,0.462
292,5.0,0.12999999999999998,0.4552
293,5.0,0.13999999999999999,0.4596
294,5.0,0.16,0.4696
295,5.0,0.17,0.4544
296,5.0,0.18000000000000002,0.4528
297,5.0,0.20000000000000004,0.4488
298,5.0,0.22000000000000006,0.456
299,5.0,0.23000000000000007,0.4392
300,5.0,0.25000000000000006,0.4444
301,5.0,0.26000000000000006,0.4392
302,5.0,0.2700000000000001,0.4408
303,5.0,0.2900000000000001,0.4128
304,5.0,0.3000000000000001,0.428
305,5.0,0.3200000000000001,0.4124
306,5.0,0.34000000000000014,0.406
307,5.0,0.35000000000000014,0.398
308,5.0,0.36000000000000015,0.4044
309,5.0,0.38000000000000017,0.3988
310,5.0,0.3900000000000002,0.398
311,5.0,0.4100000000000002,0.388
312,5.0,0.4100000000000002,0.4052
313,5.0,0.4300000000000002,0.3956
314,5.0,0.4400000000000002,0.39
315,5.0,0.46000000000000024,0.3748
316,5.0,0.46000000000000024,0.36
317,5.0,0.48000000000000026,0.3628
318,5.0,0.5000000000000002,0.3548
319,5.0,0.5100000000000002,0.3328
320,5.0,0.5100000000000002,0.3608
321,5.0,0.5300000000000002,0.3608
322,5.0,0.5500000000000003,0.3404
323,5.0,0.5600000000000003,0.324
324,5.0,0.5700000000000003,0.3148
325,5.0,0.5800000000000003,0.3228
326,5.0,0.5900000000000003,0.3244
327,5.0,0.5900000000000003,0.3044
328,5.0,0.6100000000000003,0.2852
329,5.0,0.6300000000000003,0.2956
330,5.0,0.6300000000000003,0.2824
331,5.0,0.6400000000000003,0.2876
332,5.0,0.6600000000000004,0.2588
333,5.0,0.6700000000000004,0.2604
334,5.0,0.6800000000000004,0.2732
335,5.0,0.7000000000000004,0.2336
336,5.0,0.7100000000000004,0.2352
337,5.0,0.7300000000000004,0.2364
338,5.0,0.7500000000000004,0.226
339,5.0,0.7600000000000005,0.2244
340,5.0,0.7700000000000005,0.2008
341,5.0,0.7800000000000005,0.2068
342,5.0,0.7900000000000005,0.1932
343,5.0,0.8100000000000005,0.1692
344,5.0,0.8200000000000005,0.1576
345,5.0,0.8400000000000005,0.1572
346,5.0,0.8500000000000005,0.1488
347,5.0,0.8600000000000005,0.128
348,5.0,0.8700000000000006,0.1248
349,5.0,0.8800000000000006,0.112
350,5.0,0.8900000000000006,0.0996
351,5.0,0.9100000000000006,0.0952
352,5.0,0.9100000000000006,0.09
353,5.0,0.9300000000000006,0.0744
354,5.0,0.9400000000000006,0.0632
355,5.0,0.9500000000000006,0.046
356,5.0,0.9600000000000006,0.0324
357,5.0,0.9800000000000006,0.024
358,5.0,0.9900000000000007,0.0172
359,5.0,1.0,0.0068
360,5.0,1.0,0.0028
361,5.0,1.0,0.0008
362,5.0,1.0,0.0004
363,5.0,1.0,0.0
364,5.0,1.0,0.0
365,5.0,1.0,0.0
366,5.0,1.0,0.0
