Paso,Temperatura,Prob_auditoria,%Evasion
121,0.01,0.5499999999999999,0.3244
122,0.01,0.5499999999999999,0.342
123,0.01,0.5499999999999999,0.3372
124,0.01,0.5499999999999999,0.3456
125,0.01,0.5499999999999999,0.3608
126,0.01,0.5499999999999999,0.3524
127,0.01,0.5499999999999999,0.3508
128,0.01,0.5499999999999999,0.3412
129,0.01,0.5499999999999999,0.3532
130,0.01,0.5499999999999999,0.3572
131,0.01,0.5499999999999999,0.3492
132,0.01,0.5499999999999999,0.3528
133,0.01,0.5499999999999999,0.3396
134,0.01,0.5499999999999999,0.36
135,0.01,0.5499999999999999,0.3572
136,0.01,0.5499999999999999,0.3588
137,0.01,0.5499999999999999,0.3512
138,0.01,0.5499999999999999,0.3484
139,0.01,0.5499999999999999,0.3504
140,0.01,0.5499999999999999,0.3432
141,0.01,0.5499999999999999,0.3456
142,0.01,0.5499999999999999,0.3488
143,0.01,0.5499999999999999,0.3468
144,0.01,0.5499999999999999,0.3452
145,0.01,0.5499999999999999,0.3572
146,0.01,0.5499999999999999,0.3488
147,0.01,0.5499999999999999,0.3492
148,0.01,0.5499999999999999,0.3472
149,0.01,0.5499999999999999,0.3644
150,0.01,0.5499999999999999,0.3428
151,0.01,0.5499999999999999,0.342
152,0.01,0.5499999999999999,0.3456
153,0.01,0.5499999999999999,0.3604
154,0.01,0.5499999999999999,0.3484
155,0.01,0.5499999999999999,0.3304
156,0.01,0.5499999999999999,0.356
157,0.01,0.5499999999999999,0.3532
158,0.01,0.5499999999999999,0.3504
159,0.01,0.5499999999999999,0.3348
160,0.01,0.5499999999999999,0.3504
161,0.01,0.5499999999999999,0.3588
162,0.01,0.5499999999999999,0.3484
163,0.01,0.5499999999999999,0.3492
164,0.01,0.5499999999999999,0.3384
165,0.01,0.5499999999999999,0.3472
166,0.01,0.5499999999999999,0.342
167,0.01,0.5499999999999999,0.34
168,0.01,0.5499999999999999,0.348
169,0.01,0.5499999999999999,0.3596
170,0.01,0.5499999999999999,0.3504
171,0.01,0.5499999999999999,0.3564
172,0.01,0.5499999999999999,0.3484
173,0.01,0.5499999999999999,0.348
174,0.01,0.5499999999999999,0.356
175,0.01,0.5499999999999999,0.364
176,0.01,0.5499999999999999,0.3404
177,0.01,0.5499999999999999,0.3376
178,0.01,0.5499999999999999,0.3408
179,0.01,0.5499999999999999,0.3444
180,0.01,0.5499999999999999,0.3456
181,0.01,0.5499999999999999,0.3492
182,0.01,0.5499999999999999,0.3576
183,0.01,0.5499999999999999,0.35
184,0.01,0.5499999999999999,0.3616
185,0.01,0.5499999999999999,0.3488
186,0.01,0.5499999999999999,0.36
187,0.01,0.5499999999999999,0.3468
188,0.01,0.5499999999999999,0.3648
189,0.01,0.5499999999999999,0.3548
190,0.01,0.5499999999999999,0.3432
191,0.01,0.5499999999999999,0.36
192,0.01,0.5499999999999999,0.348
193,0.01,0.5499999999999999,0.3508
194,0.01,0.5499999999999999,0.346
195,0.01,0.5499999999999999,0.3488
196,0.01,0.5499999999999999,0.3404
197,0.01,0.5499999999999999,0.35
198,0.01,0.5499999999999999,0.3576
199,0.01,0.5499999999999999,0.358
200,0.01,0.5499999999999999,0.3432
201,0.01,0.5499999999999999,0.3412
202,0.01,0.5499999999999999,0.3388
203,0.01,0.5499999999999999,0.3548
204,0.01,0.5499999999999999,0.3524
205,0.01,0.5499999999999999,0.3548
206,0.01,0.5499999999999999,0.3528
207,0.01,0.5499999999999999,0.3672
208,0.01,0.5499999999999999,0.3592
209,0.01,0.5499999999999999,0.3624
210,0.01,0.5499999999999999,0.3492
211,0.01,0.5499999999999999,0.3516
212,0.01,0.5499999999999999,0.3616
213,0.01,0.5499999999999999,0.3448
214,0.01,0.5499999999999999,0.3568
215,0.01,0.5499999999999999,0.3472
216,0.01,0.5499999999999999,0.3536
217,0.01,0.5499999999999999,0.3568
218,0.01,0.5499999999999999,0.344
219,0.01,0.5499999999999999,0.3524
220,0.01,0.5499999999999999,0.336
221,0.01,0.5499999999999999,0.344
222,0.01,0.5499999999999999,0.352
223,0.01,0.5499999999999999,0.3452
224,0.01,0.5499999999999999,0.3516
225,0.01,0.5499999999999999,0.3596
226,0.01,0.5499999999999999,0.3532
227,0.01,0.5499999999999999,0.3704
228,0.01,0.5499999999999999,0.35
229,0.01,0.5499999999999999,0.3496
230,0.01,0.5499999999999999,0.3444
231,0.01,0.5499999999999999,0.3428
232,0.01,0.5499999999999999,0.3504
233,0.01,0.5499999999999999,0.3396
234,0.01,0.5499999999999999,0.3476
235,0.01,0.5499999999999999,0.3548
236,0.01,0.5499999999999999,0.3456
237,0.01,0.5499999999999999,0.3484
238,0.01,0.5499999999999999,0.3468
239,0.01,0.5499999999999999,0.3516
240,0.01,0.5499999999999999,0.3584
241,0.01,0.5499999999999999,0.35
242,0.01,0.5499999999999999,0.3596
243,0.01,0.5499999999999999,0.3476
244,0.01,0.5499999999999999,0.35
245,0.01,0.5499999999999999,0.354
246,0.01,0.5499999999999999,0.3668
247,0.01,0.5499999999999999,0.3424
248,0.01,0.5499999999999999,0.346
249,0.01,0.5499999999999999,0.3456
250,0.01,0.5499999999999999,0.3492
251,0.01,0.5499999999999999,0.3476
252,0.01,0.5499999999999999,0.3416
253,0.01,0.5499999999999999,0.3448
254,0.01,0.5499999999999999,0.3496
255,0.01,0.5499999999999999,0.3588
256,0.01,0.5499999999999999,0.352
257,0.01,0.5499999999999999,0.3512
258,0.01,0.5499999999999999,0.3516
259,0.01,0.5499999999999999,0.3512
260,0.01,0.5499999999999999,0.3488
261,0.01,0.5499999999999999,0.348
262,0.01,0.5499999999999999,0.3484
263,0.01,0.5499999999999999,0.3604
264,0.01,0.5499999999999999,0.358
265,0.01,0.5499999999999999,0.3656
266,0.01,0.5499999999999999,0.346
267,0.01,0.5499999999999999,0.342
268,0.01,0.5499999999999999,0.3392
269,0.01,0.5499999999999999,0.352
270,0.01,0.5499999999999999,0.3592
271,0.01,0.5499999999999999,0.3604
272,0.01,0.5499999999999999,0.3576
273,0.01,0.5499999999999999,0.358
274,0.01,0.5499999999999999,0.3448
275,0.01,0.5499999999999999,0.3496
276,0.01,0.5499999999999999,0.3528
277,0.01,0.5499999999999999,0.3508
278,0.01,0.5499999999999999,0.3512
279,0.01,0.5499999999999999,0.348
280,0.01,0.5499999999999999,0.3516
281,0.01,0.5499999999999999,0.3432
282,0.01,0.5499999999999999,0.3552
283,0.01,0.5499999999999999,0.356
284,0.01,0.5499999999999999,0.3532
285,0.01,0.5499999999999999,0.342
286,0.01,0.5499999999999999,0.3472
287,0.01,0.5499999999999999,0.3372
288,0.01,0.5499999999999999,0.3536
289,0.01,0.5499999999999999,0.3488
290,0.01,0.5499999999999999,0.3444
