Paso,Temperatura,Prob_auditoria,%Evasion
0,2.5,0.05,0.4772
1,2.5,0.05,0.4744
2,2.5,0.05,0.4968
3,2.5,0.05,0.4952
4,2.5,0.05,0.4912
5,2.5,0.05,0.4772
6,2.5,0.05,0.4896
7,2.5,0.05,0.4976
8,2.5,0.05,0.4952
