Paso,Temperatura,Prob_auditoria,%Evasion
71,0.01,0.0,0.502
72,0.01,0.0,0.5012
73,0.01,0.0,0.5
74,0.01,0.0,0.4996
75,0.01,0.0,0.5012
76,0.01,0.0,0.5016
77,0.01,0.0,0.4976
78,0.01,0.0,0.5012
79,0.01,0.0,0.5024
80,0.01,0.0,0.4992
81,0.01,0.0,0.4976
82,0.01,0.0,0.5
83,0.01,0.0,0.4992
84,0.01,0.0,0.4988
85,0.01,0.0,0.5004
86,0.01,0.0,0.5016
87,0.01,0.0,0.5004
88,0.01,0.0,0.502
89,0.01,0.0,0.4984
90,0.01,0.0,0.5012
91,0.01,0.0,0.5
92,0.01,0.0,0.4992
93,0.01,0.0,0.5008
94,0.01,0.0,0.4976
95,0.01,0.0,0.4984
96,0.01,0.0,0.5
97,0.01,0.0,0.4984
98,0.01,0.0,0.5012
99,0.01,0.0,0.4992
100,0.01,0.0,0.5008
101,0.01,0.0,0.5004
102,0.01,0.0,0.5024
103,0.01,0.0,0.4988
104,0.01,0.0,0.5
105,0.01,0.0,0.5004
106,0.01,0.0,0.4992
107,0.01,0.0,0.5
108,0.01,0.0,0.4992
109,0.01,0.0,0.5004
110,0.01,0.0,0.5024
111,0.01,0.0,0.5012
112,0.01,0.0,0.5
113,0.01,0.0,0.5008
114,0.01,0.0,0.5004
115,0.01,0.0,0.4988
116,0.01,0.0,0.5016
117,0.01,0.0,0.5008
118,0.01,0.0,0.5004
119,0.01,0.0,0.5008
120,0.01,0.0,0.4996
121,0.01,0.0,0.4996
122,0.01,0.0,0.4996
123,0.01,0.0,0.4984
124,0.01,0.0,0.4992
125,0.01,0.0,0.4996
126,0.01,0.0,0.4984
127,0.01,0.0,0.4992
128,0.01,0.0,0.498
129,0.01,0.0,0.5008
130,0.01,0.0,0.5
131,0.01,0.0,0.4988
132,0.01,0.0,0.5004
133,0.01,0.0,0.502
134,0.01,0.0,0.5
135,0.01,0.0,0.4988
136,0.01,0.0,0.5004
137,0.01,0.0,0.5
138,0.01,0.0,0.5
139,0.01,0.0,0.4992
140,0.01,0.0,0.5012
141,0.01,0.0,0.4992
142,0.01,0.0,0.5004
143,0.01,0.0,0.5004
144,0.01,0.0,0.502
145,0.01,0.0,0.498
146,0.01,0.0,0.5008
147,0.01,0.0,0.4988
148,0.01,0.0,0.5008
149,0.01,0.0,0.4992
150,0.01,0.0,0.5
151,0.01,0.0,0.5008
152,0.01,0.0,0.5008
153,0.01,0.0,0.5004
154,0.01,0.0,0.5008
155,0.01,0.0,0.5012
156,0.01,0.0,0.4992
157,0.01,0.0,0.5
158,0.01,0.0,0.4996
159,0.01,0.0,0.5012
160,0.01,0.0,0.4988
161,0.01,0.0,0.4988
162,0.01,0.0,0.4992
163,0.01,0.0,0.5
164,0.01,0.0,0.5
165,0.01,0.0,0.4992
166,0.01,0.0,0.5008
167,0.01,0.0,0.498
168,0.01,0.0,0.5008
169,0.01,0.0,0.4996
170,0.01,0.0,0.5
171,0.01,0.0,0.5004
172,0.01,0.0,0.4992
173,0.01,0.0,0.5008
174,0.01,0.0,0.4992
175,0.01,0.0,0.5008
176,0.01,0.0,0.5
177,0.01,0.0,0.4992
178,0.01,0.0,0.4992
179,0.01,0.0,0.5
180,0.01,0.0,0.5004
181,0.01,0.0,0.5012
182,0.01,0.0,0.4996
183,0.01,0.0,0.4996
184,0.01,0.0,0.4996
185,0.01,0.0,0.5008
186,0.01,0.0,0.4996
187,0.01,0.0,0.4988
188,0.01,0.0,0.4984
189,0.01,0.0,0.502
190,0.01,0.0,0.5004
191,0.01,0.0,0.5
192,0.01,0.0,0.5012
193,0.01,0.0,0.5004
194,0.01,0.0,0.5004
195,0.01,0.0,0.5
196,0.01,0.0,0.5012
197,0.01,0.0,0.5
198,0.01,0.0,0.5004
199,0.01,0.0,0.5004
200,0.01,0.0,0.5012
201,0.01,0.0,0.5008
202,0.01,0.0,0.4992
203,0.01,0.0,0.4996
204,0.01,0.0,0.5
205,0.01,0.0,0.5012
206,0.01,0.0,0.4992
207,0.01,0.0,0.5
208,0.01,0.0,0.4996
209,0.01,0.0,0.4992
210,0.01,0.0,0.5012
211,0.01,0.0,0.5008
212,0.01,0.0,0.5
213,0.01,0.0,0.5008
214,0.01,0.0,0.4984
215,0.01,0.0,0.5
216,0.01,0.0,0.5004
217,0.01,0.0,0.4996
218,0.01,0.0,0.5004
219,0.01,0.0,0.5
220,0.01,0.0,0.5
221,0.01,0.0,0.5004
222,0.01,0.0,0.5004
223,0.01,0.0,0.5008
224,0.01,0.0,0.4992
225,0.01,0.0,0.5
226,0.01,0.0,0.4996
227,0.01,0.0,0.5008
228,0.01,0.0,0.5008
229,0.01,0.0,0.5004
230,0.01,0.0,0.4996
231,0.01,0.0,0.5
232,0.01,0.0,0.5
233,0.01,0.0,0.5004
234,0.01,0.0,0.4988
235,0.01,0.0,0.4984
236,0.01,0.0,0.4996
237,0.01,0.0,0.4992
238,0.01,0.0,0.5008
239,0.01,0.0,0.4996
240,0.01,0.0,0.5004
241,0.01,0.0,0.5004
242,0.01,0.0,0.4996
243,0.01,0.0,0.5008
244,0.01,0.0,0.4996
245,0.01,0.0,0.5008
246,0.01,0.0,0.5004
247,0.01,0.0,0.5
248,0.01,0.0,0.5
249,0.01,0.0,0.4996
250,0.01,0.0,0.5008
251,0.01,0.0,0.5004
252,0.01,0.0,0.5004
253,0.01,0.0,0.5004
254,0.01,0.0,0.5004
255,0.01,0.0,0.5
256,0.01,0.0,0.5012
257,0.01,0.0,0.4996
258,0.01,0.0,0.5004
259,0.01,0.0,0.5004
260,0.01,0.0,0.4996
261,0.01,0.0,0.4992
262,0.01,0.0,0.4988
263,0.01,0.0,0.5
264,0.01,0.0,0.5
265,0.01,0.0,0.4988
266,0.01,0.0,0.498
267,0.01,0.0,0.4988
268,0.01,0.0,0.4996
269,0.01,0.0,0.4992
270,0.01,0.0,0.5004
271,0.01,0.0,0.4996
272,0.01,0.0,0.5
273,0.01,0.0,0.5008
274,0.01,0.0,0.4996
275,0.01,0.0,0.5
276,0.01,0.0,0.5008
277,0.01,0.0,0.4992
278,0.01,0.0,0.5
279,0.01,0.0,0.4996
280,0.01,0.0,0.5
281,0.01,0.0,0.5
282,0.01,0.0,0.5004
283,0.01,0.0,0.5
284,0.01,0.0,0.5
285,0.01,0.0,0.5
286,0.01,0.0,0.5
287,0.01,0.0,0.5
288,0.01,0.0,0.5
289,0.01,0.0,0.5
290,0.01,0.0,0.5
291,0.01,0.0,0.5
292,0.01,0.0,0.5
293,0.01,0.0,0.5
294,0.01,0.0,0.5
295,0.01,0.0,0.5
296,0.01,0.0,0.5
297,0.01,0.0,0.5
298,0.01,0.0,0.5
299,0.01,0.05,0.488
300,0.01,0.05,0.4824
301,0.01,0.05,0.4804
302,0.01,0.05,0.4804
303,0.01,0.05,0.4724
304,0.01,0.05,0.476
305,0.01,0.0,0.4908
306,0.01,0.0,0.4976
307,0.01,0.0,0.4988
308,0.01,0.0,0.4984
309,0.01,0.0,0.4996
310,0.01,0.0,0.4996
311,0.01,0.0,0.4996
312,0.01,0.0,0.5
313,0.01,0.0,0.5
314,0.01,0.0,0.5
315,0.01,0.0,0.5
316,0.51,0.0,0.4996
317,0.51,0.0,0.5004
318,0.51,0.0,0.4996
319,0.51,0.0,0.5
320,0.51,0.0,0.5
321,0.51,0.0,0.5004
322,0.51,0.0,0.5
323,0.51,0.0,0.5004
324,0.51,0.0,0.5
325,0.51,0.0,0.4996
326,0.51,0.0,0.5008
327,0.51,0.0,0.5
328,0.51,0.0,0.5
329,0.51,0.0,0.5
330,0.51,0.0,0.5
331,0.51,0.0,0.5004
332,0.51,0.0,0.5
333,0.51,0.0,0.4992
334,0.51,0.0,0.5
335,0.51,0.0,0.5
336,0.51,0.0,0.5
337,0.51,0.0,0.5
338,0.51,0.0,0.5
339,0.51,0.0,0.5
340,0.51,0.0,0.5
341,0.51,0.05,0.4836
342,0.51,0.05,0.4828
343,0.51,0.05,0.484
344,0.51,0.05,0.4828
345,0.51,0.05,0.4824
346,0.51,0.05,0.4828
347,0.51,0.05,0.4844
348,0.51,0.05,0.484
349,0.51,0.05,0.4808
350,0.51,0.05,0.4788
351,0.51,0.05,0.4828
352,0.51,0.05,0.478
353,0.51,0.05,0.4748
354,0.51,0.05,0.4768
355,0.51,0.05,0.4756
356,0.51,0.05,0.4824
357,0.51,0.05,0.4768
358,0.51,0.05,0.4808
359,0.51,0.05,0.482
360,0.51,0.05,0.4804
361,0.51,0.05,0.4848
362,0.51,0.05,0.4816
363,0.51,0.05,0.478
