Paso,Temperatura,Prob_auditoria,%Evasion
197,0.1,0.0,0.4988
198,0.1,0.0,0.4988
199,0.1,0.0,0.4996
200,0.1,0.0,0.5024
201,0.1,0.0,0.4988
202,0.1,0.0,0.5
203,0.1,0.0,0.4984
204,0.1,0.0,0.4996
205,0.1,0.0,0.5008
206,0.1,0.0,0.4976
207,0.1,0.0,0.4988
208,0.1,0.0,0.5004
209,0.1,0.0,0.5008
210,0.1,0.0,0.4996
211,0.1,0.0,0.4984
212,0.1,0.0,0.4992
213,0.1,0.0,0.5004
214,0.1,0.0,0.4972
215,0.1,0.0,0.5004
216,0.1,0.0,0.5008
217,0.1,0.0,0.5004
218,0.1,0.0,0.5008
219,0.1,0.0,0.5004
220,0.1,0.0,0.4988
221,0.1,0.0,0.5004
222,0.1,0.0,0.4992
223,0.1,0.0,0.5004
224,0.1,0.0,0.4984
225,0.1,0.0,0.5008
226,0.1,0.0,0.4976
227,0.1,0.0,0.4992
228,0.1,0.0,0.5016
229,0.1,0.0,0.4996
230,0.1,0.0,0.5008
231,0.1,0.0,0.4996
232,0.1,0.0,0.5024
233,0.1,0.0,0.4992
234,0.1,0.0,0.5
235,0.1,0.0,0.5004
236,0.1,0.0,0.5004
237,0.1,0.0,0.5
238,0.1,0.0,0.5
239,0.1,0.0,0.5008
240,0.1,0.0,0.4996
241,0.1,0.0,0.4992
242,0.1,0.0,0.5
243,0.1,0.0,0.5
244,0.1,0.0,0.5012
245,0.1,0.0,0.5008
246,0.1,0.0,0.5
247,0.1,0.0,0.4984
248,0.1,0.0,0.4988
249,0.1,0.0,0.5008
250,0.1,0.0,0.5004
251,0.1,0.0,0.5
252,0.1,0.0,0.5008
253,0.1,0.0,0.5004
254,0.1,0.0,0.4988
255,0.1,0.0,0.5004
256,0.1,0.0,0.4996
257,0.1,0.0,0.5
258,0.1,0.0,0.4992
259,0.1,0.0,0.5004
260,0.1,0.0,0.4988
261,0.1,0.0,0.5008
262,0.1,0.0,0.5004
263,0.1,0.0,0.4996
264,0.1,0.0,0.5
265,0.1,0.0,0.4996
266,0.1,0.0,0.5004
267,0.1,0.0,0.5012
268,0.1,0.0,0.5012
269,0.1,0.0,0.5004
270,0.1,0.0,0.5
271,0.1,0.0,0.4984
272,0.1,0.0,0.4992
273,0.1,0.0,0.4988
274,0.1,0.0,0.5016
275,0.1,0.0,0.5012
276,0.1,0.0,0.5
277,0.1,0.0,0.5012
278,0.1,0.0,0.5
279,0.1,0.0,0.5008
280,0.1,0.0,0.5008
281,0.1,0.0,0.5016
282,0.1,0.0,0.4984
283,0.1,0.0,0.5016
284,0.1,0.0,0.5004
285,0.1,0.0,0.5016
286,0.1,0.0,0.4992
287,0.1,0.0,0.5008
288,0.1,0.0,0.4996
289,0.1,0.0,0.4984
290,0.1,0.0,0.4992
291,0.1,0.0,0.4996
292,0.1,0.0,0.4996
293,0.1,0.0,0.4996
294,0.1,0.0,0.5
295,0.1,0.0,0.5
296,0.1,0.0,0.4992
297,0.1,0.0,0.5012
298,0.1,0.0,0.4996
299,0.1,0.0,0.5012
300,0.1,0.0,0.5008
301,0.1,0.0,0.4996
302,0.1,0.0,0.4996
303,0.1,0.0,0.4996
304,0.1,0.0,0.5
305,0.1,0.0,0.5
306,0.1,0.0,0.5
307,0.1,0.0,0.5
308,0.1,0.0,0.5004
309,0.1,0.0,0.4988
310,0.1,0.0,0.5
311,0.1,0.0,0.5
312,0.1,0.0,0.4992
313,0.1,0.0,0.5004
314,0.1,0.0,0.5004
315,0.1,0.0,0.4996
316,0.1,0.0,0.5
317,0.1,0.0,0.5
318,0.1,0.0,0.5
319,0.1,0.0,0.5004
320,0.1,0.0,0.5008
321,0.1,0.0,0.5004
322,0.1,0.0,0.5012
323,0.1,0.0,0.5004
324,0.1,0.0,0.4992
325,0.1,0.0,0.5012
326,0.1,0.0,0.5008
327,0.1,0.0,0.4992
328,0.1,0.0,0.5
329,0.1,0.0,0.4992
330,0.1,0.0,0.4992
331,0.1,0.0,0.4996
332,0.1,0.0,0.5004
333,0.1,0.0,0.4996
334,0.1,0.0,0.5004
335,0.1,0.0,0.4992
336,0.1,0.0,0.4996
337,0.1,0.0,0.5008
338,0.1,0.0,0.5
339,0.1,0.0,0.5004
340,0.1,0.0,0.5
341,0.1,0.0,0.5008
342,0.1,0.0,0.4996
343,0.1,0.0,0.5
344,0.1,0.0,0.5
345,0.1,0.0,0.4996
346,0.1,0.0,0.5
347,0.1,0.0,0.5004
348,0.1,0.0,0.5004
349,0.1,0.0,0.5008
350,0.1,0.0,0.5
351,0.1,0.0,0.4996
352,0.1,0.0,0.5
353,0.1,0.0,0.5
354,0.1,0.0,0.5
355,0.1,0.0,0.4996
356,0.1,0.0,0.4992
357,0.1,0.0,0.5004
358,0.1,0.0,0.4996
359,0.1,0.0,0.5
360,0.1,0.0,0.5
361,0.1,0.0,0.5
362,0.1,0.0,0.5004
363,0.1,0.0,0.4996
364,0.1,0.0,0.5
365,0.1,0.0,0.5
366,0.1,0.0,0.5
367,0.1,0.0,0.4996
368,0.1,0.0,0.5004
369,0.1,0.0,0.4992
370,0.1,0.0,0.4992
371,0.1,0.0,0.5
372,0.1,0.0,0.5
373,0.1,0.0,0.5
374,0.1,0.0,0.4996
375,0.1,0.0,0.5
376,0.1,0.0,0.5
377,0.1,0.0,0.5
378,0.1,0.0,0.4996
379,0.1,0.0,0.5
380,0.1,0.0,0.5004
381,0.1,0.0,0.5004
382,0.1,0.0,0.4996
383,0.1,0.0,0.5
384,0.1,0.0,0.5
385,0.1,0.0,0.5
386,0.1,0.0,0.5
387,0.1,0.0,0.5
388,0.1,0.0,0.4996
389,0.1,0.0,0.5
390,0.1,0.0,0.5
391,0.1,0.0,0.5004
392,0.1,0.0,0.5
393,0.1,0.0,0.5004
394,0.1,0.0,0.4996
395,0.1,0.0,0.4996
396,0.1,0.0,0.5
397,0.1,0.0,0.5
398,0.1,0.0,0.5
399,0.1,0.0,0.5
400,0.1,0.0,0.5
401,0.1,0.0,0.5
402,0.1,0.0,0.5
403,0.1,0.0,0.5
404,0.1,0.0,0.5
405,0.1,0.0,0.5
406,0.1,0.0,0.5
407,0.1,0.0,0.5
408,0.1,0.0,0.5
409,0.1,0.0,0.5
410,0.1,0.0,0.5
411,0.1,0.0,0.5
412,0.1,0.0,0.5
413,0.1,0.0,0.5
414,0.1,0.0,0.5
415,0.1,0.0,0.5
416,0.1,0.0,0.5
417,0.2,0.0,0.5
418,0.2,0.0,0.5
419,0.30000000000000004,0.0,0.5
420,0.5,0.0,0.5
421,0.6,0.0,0.4996
422,0.7999999999999999,0.0,0.502
423,0.7999999999999999,0.0,0.5
424,0.9999999999999999,0.0,0.5004
425,1.2,0.0,0.4964
426,1.3,0.0,0.4948
427,1.4000000000000001,0.0,0.5044
428,1.4000000000000001,0.0,0.5036
429,1.6000000000000003,0.0,0.498
430,1.7000000000000004,0.0,0.5008
431,1.8000000000000005,0.0,0.5008
432,1.8000000000000005,0.0,0.5092
433,2.0000000000000004,0.0,0.5
434,2.2000000000000006,0.0,0.4988
435,2.3000000000000007,0.0,0.506
436,2.400000000000001,0.0,0.5096
437,2.500000000000001,0.0,0.5072
438,2.600000000000001,0.0,0.498
439,2.700000000000001,0.0,0.4904
440,2.800000000000001,0.0,0.496
441,2.9000000000000012,0.0,0.5136
442,3.1000000000000014,0.0,0.506
443,3.3000000000000016,0.0,0.4976
444,3.4000000000000017,0.0,0.4984
445,3.5000000000000018,0.0,0.4928
446,3.700000000000002,0.0,0.49
447,3.900000000000002,0.0,0.5076
448,4.000000000000002,0.0,0.4884
449,4.100000000000001,0.0,0.4836
450,4.200000000000001,0.0,0.5004
451,4.300000000000001,0.0,0.4984
452,4.4,0.0,0.4976
453,4.6,0.0,0.502
454,4.699999999999999,0.0,0.4948
455,4.799999999999999,0.0,0.5028
456,4.899999999999999,0.0,0.5068
457,5.0,0.0,0.4952
458,5.0,0.0,0.514
459,5.0,0.0,0.4904
460,5.0,0.0,0.5084
461,5.0,0.0,0.5236
462,5.0,0.0,0.5
463,5.0,0.0,0.4796
464,5.0,0.0,0.5084
465,5.0,0.0,0.5088
466,5.0,0.0,0.506
467,5.0,0.0,0.492
468,5.0,0.0,0.504
469,5.0,0.0,0.5036
470,5.0,0.0,0.504
471,5.0,0.0,0.496
472,5.0,0.0,0.4904
473,5.0,0.0,0.4984
474,5.0,0.0,0.5044
475,5.0,0.0,0.4984
476,5.0,0.0,0.4924
477,5.0,0.0,0.4968
478,5.0,0.0,0.5036
479,5.0,0.0,0.4972
480,5.0,0.0,0.492
481,5.0,0.0,0.5096
482,5.0,0.0,0.5152
483,5.0,0.0,0.4952
484,5.0,0.0,0.506
485,5.0,0.0,0.4928
486,5.0,0.0,0.5072
487,5.0,0.0,0.4932
488,5.0,0.0,0.4972
489,5.0,0.0,0.5008
490,5.0,0.0,0.4944
491,5.0,0.0,0.5064
492,5.0,0.0,0.5064
493,5.0,0.0,0.5056
494,5.0,0.0,0.496
495,5.0,0.0,0.488
496,5.0,0.0,0.498
497,5.0,0.0,0.5116
498,5.0,0.0,0.5012
499,5.0,0.0,0.5028
500,5.0,0.0,0.5024
501,5.0,0.0,0.4996
502,5.0,0.0,0.5156
503,5.0,0.0,0.4968
504,5.0,0.0,0.5036
505,5.0,0.0,0.5048
506,5.0,0.0,0.4972
507,5.0,0.0,0.506
508,5.0,0.0,0.4908
509,5.0,0.0,0.5128
510,5.0,0.0,0.5056
511,5.0,0.0,0.5184
512,5.0,0.0,0.502
513,5.0,0.0,0.4968
514,5.0,0.0,0.4948
515,5.0,0.0,0.4904
516,5.0,0.0,0.51
517,5.0,0.0,0.4932
518,5.0,0.0,0.4948
519,5.0,0.0,0.5128
520,5.0,0.0,0.514
521,5.0,0.0,0.4952
522,5.0,0.0,0.504
523,5.0,0.0,0.5148
524,5.0,0.0,0.5052
525,5.0,0.0,0.5196
526,5.0,0.0,0.5044
527,5.0,0.0,0.4968
528,5.0,0.0,0.4924
529,5.0,0.0,0.498
530,5.0,0.0,0.5056
531,5.0,0.0,0.51
532,5.0,0.0,0.4876
533,5.0,0.0,0.52
534,5.0,0.0,0.5124
535,5.0,0.0,0.4952
536,5.0,0.0,0.4968
537,5.0,0.0,0.4924
538,5.0,0.0,0.5132
539,5.0,0.0,0.5164
540,5.0,0.0,0.4932
541,5.0,0.0,0.5056
542,5.0,0.0,0.5008
543,5.0,0.0,0.4972
544,5.0,0.0,0.504
545,5.0,0.0,0.4968
546,5.0,0.0,0.512
547,5.0,0.0,0.4924
548,5.0,0.0,0.5044
549,5.0,0.0,0.51
550,5.0,0.0,0.5044
551,5.0,0.0,0.498
552,5.0,0.0,0.506
553,5.0,0.0,0.4968
554,5.0,0.0,0.51
555,5.0,0.0,0.5012
556,5.0,0.0,0.4892
557,5.0,0.0,0.5024
558,5.0,0.0,0.494
559,5.0,0.0,0.514
560,5.0,0.0,0.5132
561,5.0,0.0,0.5028
562,5.0,0.0,0.5044
563,5.0,0.0,0.5084
564,5.0,0.0,0.4916
565,5.0,0.0,0.5016
566,5.0,0.0,0.5168
567,5.0,0.0,0.5128
568,5.0,0.0,0.5052
569,5.0,0.0,0.4884
570,5.0,0.0,0.4924
571,5.0,0.0,0.4916
572,5.0,0.0,0.4968
573,5.0,0.0,0.4988
574,5.0,0.0,0.4924
575,5.0,0.0,0.4976
576,5.0,0.0,0.4936
577,5.0,0.0,0.494
578,5.0,0.0,0.5032
579,5.0,0.0,0.5028
580,5.0,0.0,0.4944
581,5.0,0.0,0.4976
582,5.0,0.0,0.4984
583,5.0,0.0,0.5132
584,5.0,0.0,0.5052
585,5.0,0.0,0.4916
586,5.0,0.0,0.4956
587,5.0,0.0,0.4984
588,5.0,0.0,0.5012
589,5.0,0.0,0.5036
590,5.0,0.0,0.5056
591,5.0,0.0,0.5016
592,5.0,0.0,0.4972
593,5.0,0.0,0.4916
594,5.0,0.0,0.506
595,5.0,0.0,0.5092
596,5.0,0.0,0.49
597,5.0,0.0,0.4988
598,5.0,0.0,0.4996
599,5.0,0.0,0.4988
600,5.0,0.0,0.4948
601,5.0,0.0,0.5028
602,5.0,0.0,0.4824
603,5.0,0.0,0.508
604,5.0,0.0,0.4952
605,5.0,0.0,0.494
606,5.0,0.0,0.506
607,5.0,0.0,0.5084
608,5.0,0.0,0.4864
609,5.0,0.0,0.4912
610,5.0,0.0,0.4892
611,5.0,0.0,0.5096
612,5.0,0.0,0.4884
613,5.0,0.0,0.4924
614,5.0,0.0,0.4888
615,5.0,0.0,0.5124
616,5.0,0.0,0.4968
617,5.0,0.0,0.4956
618,5.0,0.0,0.5112
619,5.0,0.0,0.5104
620,5.0,0.0,0.5044
621,5.0,0.0,0.4948
622,5.0,0.0,0.4984
623,5.0,0.0,0.5044
624,5.0,0.0,0.4984
625,5.0,0.0,0.512
626,5.0,0.0,0.5068
627,5.0,0.0,0.4948
628,5.0,0.0,0.494
629,5.0,0.0,0.4996
630,5.0,0.0,0.5088
631,5.0,0.0,0.4972
632,5.0,0.0,0.4932
633,5.0,0.0,0.4776
634,5.0,0.0,0.5052
635,5.0,0.0,0.4956
636,5.0,0.0,0.496
637,5.0,0.0,0.4964
638,5.0,0.0,0.4924
639,5.0,0.0,0.5108
640,5.0,0.0,0.4972
641,5.0,0.0,0.5044
642,5.0,0.0,0.5052
643,5.0,0.0,0.4888
644,5.0,0.0,0.5052
645,5.0,0.0,0.4996
646,5.0,0.0,0.5
647,5.0,0.0,0.4964
648,5.0,0.0,0.4752
649,5.0,0.0,0.4916
650,5.0,0.0,0.5004
651,5.0,0.0,0.4872
652,5.0,0.0,0.5024
653,5.0,0.0,0.5088
654,5.0,0.0,0.504
655,5.0,0.01,0.5032
656,5.0,0.01,0.4908
657,5.0,0.02,0.4884
658,5.0,0.03,0.4868
659,5.0,0.04,0.4896
660,5.0,0.04,0.4972
661,5.0,0.060000000000000005,0.4864
662,5.0,0.060000000000000005,0.492
663,5.0,0.060000000000000005,0.488
664,5.0,0.060000000000000005,0.4848
665,5.0,0.060000000000000005,0.4912
666,5.0,0.060000000000000005,0.4768
667,5.0,0.060000000000000005,0.476
668,5.0,0.060000000000000005,0.4796
669,5.0,0.060000000000000005,0.4928
670,5.0,0.060000000000000005,0.484
671,5.0,0.060000000000000005,0.5012
672,5.0,0.060000000000000005,0.4844
673,5.0,0.060000000000000005,0.488
674,5.0,0.060000000000000005,0.4888
675,5.0,0.060000000000000005,0.4868
676,5.0,0.07,0.4852
677,5.0,0.07,0.4768
678,5.0,0.08,0.4824
679,5.0,0.09,0.4836
680,5.0,0.09999999999999999,0.4792
681,5.0,0.10999999999999999,0.4756
682,5.0,0.10999999999999999,0.4564
683,5.0,0.10999999999999999,0.472
684,5.0,0.11999999999999998,0.4656
685,5.0,0.11999999999999998,0.4824
686,5.0,0.12999999999999998,0.4816
687,5.0,0.15,0.4636
688,5.0,0.17,0.468
689,5.0,0.17,0.4696
690,5.0,0.19000000000000003,0.472
691,5.0,0.20000000000000004,0.4672
692,5.0,0.21000000000000005,0.4476
693,5.0,0.24000000000000007,0.4464
694,5.0,0.25000000000000006,0.4444
695,5.0,0.26000000000000006,0.434
696,5.0,0.2700000000000001,0.4264
697,5.0,0.2900000000000001,0.4324
698,5.0,0.3100000000000001,0.436
699,5.0,0.3200000000000001,0.4276
700,5.0,0.34000000000000014,0.4076
701,5.0,0.35000000000000014,0.4092
702,5.0,0.36000000000000015,0.4308
703,5.0,0.36000000000000015,0.4108
704,5.0,0.38000000000000017,0.4052
705,5.0,0.4000000000000002,0.3948
706,5.0,0.4000000000000002,0.3788
707,5.0,0.4200000000000002,0.3764
708,5.0,0.4300000000000002,0.3784
709,5.0,0.45000000000000023,0.3792
710,5.0,0.46000000000000024,0.3688
711,5.0,0.48000000000000026,0.3496
712,5.0,0.49000000000000027,0.3644
713,5.0,0.5100000000000002,0.3256
714,5.0,0.5300000000000002,0.3236
715,5.0,0.5400000000000003,0.3336
716,5.0,0.5500000000000003,0.3292
717,5.0,0.5700000000000003,0.3196
718,5.0,0.5800000000000003,0.326
719,5.0,0.6000000000000003,0.3176
720,5.0,0.6100000000000003,0.288
721,5.0,0.6300000000000003,0.262
722,5.0,0.6300000000000003,0.2904
723,5.0,0.6500000000000004,0.278
724,5.0,0.6600000000000004,0.266
725,5.0,0.6700000000000004,0.2672
726,5.0,0.6900000000000004,0.2636
727,5.0,0.7000000000000004,0.2496
728,5.0,0.7200000000000004,0.2476
729,5.0,0.7300000000000004,0.2276
730,5.0,0.7400000000000004,0.2348
731,5.0,0.7500000000000004,0.2336
732,5.0,0.7700000000000005,0.2144
733,5.0,0.7800000000000005,0.1976
734,4.9,0.7800000000000005,0.2044
735,4.9,0.7800000000000005,0.1816
736,4.800000000000001,0.7800000000000005,0.1848
737,4.600000000000001,0.7800000000000005,0.1856
738,4.500000000000002,0.7800000000000005,0.1912
739,4.500000000000002,0.7900000000000005,0.1896
740,4.500000000000002,0.8100000000000005,0.1772
741,4.500000000000002,0.8200000000000005,0.1652
742,4.500000000000002,0.8400000000000005,0.1576
743,4.500000000000002,0.8500000000000005,0.1452
744,4.500000000000002,0.8700000000000006,0.1216
745,4.500000000000002,0.8700000000000006,0.1328
746,4.500000000000002,0.8800000000000006,0.1248
747,4.500000000000002,0.8800000000000006,0.1156
748,4.500000000000002,0.8800000000000006,0.1104
749,4.500000000000002,0.8800000000000006,0.11
750,4.400000000000002,0.8800000000000006,0.1184
751,4.400000000000002,0.8800000000000006,0.1152
752,4.3000000000000025,0.8800000000000006,0.1096
753,4.100000000000003,0.8800000000000006,0.1128
754,4.0000000000000036,0.8800000000000006,0.1152
755,3.8000000000000034,0.8800000000000006,0.1216
756,3.7000000000000033,0.8800000000000006,0.1144
757,3.600000000000003,0.8800000000000006,0.118
758,3.500000000000003,0.8800000000000006,0.1128
759,3.500000000000003,0.8800000000000006,0.1108
760,3.300000000000003,0.8800000000000006,0.1212
761,3.300000000000003,0.8800000000000006,0.1204
762,3.1000000000000028,0.8800000000000006,0.1332
763,3.1000000000000028,0.8800000000000006,0.1276
764,2.9000000000000026,0.8800000000000006,0.1212
765,2.9000000000000026,0.8800000000000006,0.1184
766,2.7000000000000024,0.8800000000000006,0.1152
767,2.7000000000000024,0.8800000000000006,0.1168
768,2.500000000000002,0.8800000000000006,0.1192
769,2.400000000000002,0.8800000000000006,0.1196
770,2.300000000000002,0.8800000000000006,0.1136
771,2.200000000000002,0.8800000000000006,0.118
772,2.200000000000002,0.8800000000000006,0.1056
773,2.200000000000002,0.8800000000000006,0.1076
774,2.300000000000002,0.8800000000000006,0.1092
775,2.400000000000002,0.8800000000000006,0.12
776,2.500000000000002,0.8800000000000006,0.1124
777,2.500000000000002,0.8800000000000006,0.1132
778,2.500000000000002,0.8800000000000006,0.1172
779,2.500000000000002,0.8800000000000006,0.1104
780,2.500000000000002,0.8800000000000006,0.1104
781,2.500000000000002,0.8900000000000006,0.0924
782,2.500000000000002,0.8900000000000006,0.1104
783,2.500000000000002,0.9000000000000006,0.0924
784,2.500000000000002,0.9300000000000006,0.082
785,2.500000000000002,0.9400000000000006,0.0676
786,2.500000000000002,0.9500000000000006,0.064
787,2.500000000000002,0.9600000000000006,0.0476
788,2.500000000000002,0.9800000000000006,0.0308
789,2.500000000000002,0.9800000000000006,0.02
790,2.500000000000002,1.0,0.0072
791,2.500000000000002,1.0,0.0036
792,2.500000000000002,1.0,0.0016
793,2.500000000000002,1.0,0.0
794,2.500000000000002,1.0,0.0
795,2.500000000000002,1.0,0.0
796,2.500000000000002,1.0,0.0
797,2.500000000000002,0.99,0.0064
798,2.500000000000002,0.99,0.0096
799,2.500000000000002,0.98,0.0164
800,2.500000000000002,0.96,0.0356
801,2.500000000000002,0.95,0.0452
802,2.500000000000002,0.94,0.0516
803,2.500000000000002,0.9199999999999999,0.0644
804,2.500000000000002,0.9099999999999999,0.08
805,2.500000000000002,0.8999999999999999,0.0892
806,2.500000000000002,0.8899999999999999,0.102
807,2.500000000000002,0.8899999999999999,0.1052
808,2.500000000000002,0.8699999999999999,0.1168
809,2.500000000000002,0.8499999999999999,0.132
810,2.500000000000002,0.8399999999999999,0.1412
811,2.500000000000002,0.8299999999999998,0.1592
812,2.500000000000002,0.8099999999999998,0.1616
813,2.500000000000002,0.7999999999999998,0.1552
814,2.500000000000002,0.7899999999999998,0.1868
815,2.500000000000002,0.7799999999999998,0.1836
816,2.500000000000002,0.7599999999999998,0.2128
817,2.500000000000002,0.7399999999999998,0.2252
818,2.500000000000002,0.7299999999999998,0.2228
819,2.500000000000002,0.7099999999999997,0.234
820,2.500000000000002,0.6999999999999997,0.25
821,2.500000000000002,0.6799999999999997,0.268
822,2.500000000000002,0.6699999999999997,0.2696
823,2.500000000000002,0.6499999999999997,0.2916
824,2.500000000000002,0.6399999999999997,0.2948
825,2.500000000000002,0.6199999999999997,0.3052
826,2.500000000000002,0.6199999999999997,0.3048
827,2.500000000000002,0.5999999999999996,0.3164
828,2.500000000000002,0.5899999999999996,0.3096
829,2.500000000000002,0.5799999999999996,0.3132
830,2.500000000000002,0.5599999999999996,0.3164
831,2.500000000000002,0.5499999999999996,0.3296
832,2.500000000000002,0.5299999999999996,0.3488
833,2.500000000000002,0.5199999999999996,0.3516
834,2.500000000000002,0.49999999999999956,0.3732
835,2.500000000000002,0.48999999999999955,0.354
836,2.500000000000002,0.47999999999999954,0.3664
837,2.500000000000002,0.46999999999999953,0.3708
838,2.500000000000002,0.4599999999999995,0.3752
839,2.500000000000002,0.4399999999999995,0.386
840,2.500000000000002,0.4399999999999995,0.3956
841,2.500000000000002,0.4399999999999995,0.3948
842,2.500000000000002,0.4199999999999995,0.3928
843,2.500000000000002,0.4099999999999995,0.378
