Paso,Temperatura,Prob_auditoria,%Evasion
0,2.5,0.05,0.4696
1,2.5,0.05,0.4824
2,2.5,0.05,0.5076
3,2.5,0.05,0.4924
4,2.5,0.05,0.4916
5,2.5,0.05,0.4976
6,2.5,0.05,0.4944
7,2.5,0.05,0.4944
8,2.5,0.05,0.502
9,2.5,0.05,0.492
10,2.5,0.05,0.4868
11,2.5,0.05,0.4956
12,2.5,0.05,0.4844
13,2.5,0.05,0.4928
14,2.5,0.05,0.4992
15,2.5,0.05,0.496
