Paso,Temperatura,Prob_auditoria,%Evasion
0,2.5,0.05,48.76
1,2.5,0.05,49.44
2,2.5,0.05,49.96
3,2.5,0.05,49.16
4,2.5,0.05,48.559999999999995
5,2.5,0.05,48.6
6,2.5,0.05,47.4
7,2.5,0.05,47.96
8,2.5,0.05,49.2
9,2.5,0.05,48.4
10,2.5,0.05,47.48
11,2.5,0.05,49.08
12,2.5,0.05,49.120000000000005
13,2.5,0.05,48.52
14,2.5,0.05,48.4
15,2.5,0.05,50.160000000000004
16,2.5,0.05,48.76
17,2.5,0.05,48.64
18,2.5,0.05,48.32
19,2.5,0.05,49.24
20,2.5,0.05,48.44
21,2.5,0.05,48.52
22,2.5,0.05,47.92
23,2.5,0.05,49.6
24,2.5,0.05,48.24
25,2.6,0.05,48.199999999999996
26,2.6,0.05,48.52
27,2.7,0.05,49.36
28,2.8000000000000003,0.05,47.92
29,2.9000000000000004,0.05,48.68
30,3.0000000000000004,0.05,49.919999999999995
31,3.0000000000000004,0.05,49.2
32,3.1000000000000005,0.05,48.96
33,3.2000000000000006,0.05,48.92
34,3.2000000000000006,0.05,48.559999999999995
35,3.3000000000000007,0.05,49.559999999999995
36,3.400000000000001,0.05,47.839999999999996
37,3.500000000000001,0.05,48.84
38,3.600000000000001,0.05,49.559999999999995
39,3.700000000000001,0.05,49.84
40,3.800000000000001,0.05,48.480000000000004
41,3.9000000000000012,0.05,48.120000000000005
42,4.000000000000001,0.05,49.64
43,4.1000000000000005,0.05,49.2
44,4.2,0.05,48.64
45,4.3,0.05,48.88
46,4.3999999999999995,0.05,48.480000000000004
47,4.499999999999999,0.05,48.04
48,4.599999999999999,0.05,49.480000000000004
49,4.599999999999999,0.05,49.519999999999996
50,4.599999999999999,0.05,48.44
51,4.499999999999999,0.05,48.28
52,4.3999999999999995,0.05,47.760000000000005
53,4.3,0.05,49.76
54,4.3,0.05,49.120000000000005
55,4.2,0.05,48.96
56,4.1000000000000005,0.05,50.12
57,4.000000000000001,0.05,48.88
58,3.900000000000001,0.05,48.64
59,3.900000000000001,0.05,48.6
60,3.8000000000000007,0.05,48.68
61,3.8000000000000007,0.05,49.88
62,3.8000000000000007,0.05,49.84
63,3.8000000000000007,0.05,47.72
64,3.8000000000000007,0.05,49.16
65,3.8000000000000007,0.05,50.6
66,3.8000000000000007,0.05,49.16
67,3.8000000000000007,0.05,48.52
68,3.8000000000000007,0.05,48.6
69,3.8000000000000007,0.05,49.16
70,3.8000000000000007,0.05,49.559999999999995
71,3.8000000000000007,0.05,49.96
72,3.8000000000000007,0.05,48.4
73,3.8000000000000007,0.05,48.92
74,3.8000000000000007,0.05,49.2
75,3.8000000000000007,0.05,49.0
76,3.8000000000000007,0.060000000000000005,49.68
77,3.8000000000000007,0.060000000000000005,49.76
78,3.8000000000000007,0.060000000000000005,47.48
79,3.8000000000000007,0.07,47.68
80,3.8000000000000007,0.08,48.76
81,3.8000000000000007,0.10999999999999999,48.6
82,3.8000000000000007,0.11999999999999998,47.36
83,3.8000000000000007,0.13999999999999999,47.04
84,3.8000000000000007,0.13999999999999999,48.36
85,3.8000000000000007,0.16,47.160000000000004
86,3.8000000000000007,0.18000000000000002,47.24
87,3.8000000000000007,0.20000000000000004,45.800000000000004
88,3.8000000000000007,0.21000000000000005,45.08
89,3.8000000000000007,0.24000000000000007,45.56
90,3.8000000000000007,0.24000000000000007,43.6
91,3.8000000000000007,0.26000000000000006,44.64
92,3.8000000000000007,0.2800000000000001,43.84
93,3.8000000000000007,0.2900000000000001,43.04
94,3.8000000000000007,0.3100000000000001,42.32
95,3.8000000000000007,0.3200000000000001,42.68
96,3.8000000000000007,0.3300000000000001,43.28
97,3.8000000000000007,0.35000000000000014,42.480000000000004
98,3.8000000000000007,0.36000000000000015,41.08
99,3.8000000000000007,0.38000000000000017,41.28
100,3.8000000000000007,0.4000000000000002,40.48
101,3.8000000000000007,0.4200000000000002,39.519999999999996
102,3.8000000000000007,0.4300000000000002,37.76
103,3.8000000000000007,0.45000000000000023,37.12
104,3.8000000000000007,0.46000000000000024,36.76
105,3.8000000000000007,0.48000000000000026,35.28
106,3.8000000000000007,0.5000000000000002,35.6
107,3.8000000000000007,0.5200000000000002,34.8
108,3.8000000000000007,0.5300000000000002,35.64
109,3.8000000000000007,0.5500000000000003,33.92
110,3.8000000000000007,0.5700000000000003,32.32
111,3.8000000000000007,0.5800000000000003,31.52
112,3.8000000000000007,0.5900000000000003,31.96
113,3.8000000000000007,0.6100000000000003,28.560000000000002
114,3.8000000000000007,0.6200000000000003,28.32
115,3.8000000000000007,0.6400000000000003,28.24
116,3.8000000000000007,0.6600000000000004,28.12
117,3.8000000000000007,0.6700000000000004,28.08
